rating,date,variation,verified_reviews,feedback,lower_text,rem_numbers,no_punct,tokens,rem_stopwords,lemmatized
5,29-Jul-18,Heather Gray Fabric ,bought for my wife she loves it,Positive,bought for my wife she loves it,bought for my wife she loves it,bought for my wife she loves it,"['bought', 'for', 'my', 'wife', 'she', 'loves', 'it']","['bought', 'wife', 'loves']","['bought', 'wife', 'love']"
5,29-Jul-18,Charcoal Fabric ,Fun just got it today now my I pod will go in my car and I will use this is the house.,Positive,fun just got it today now my i pod will go in my car and i will use this is the house.,fun just got it today now my i pod will go in my car and i will use this is the house.,fun just got it today now my i pod will go in my car and i will use this is the house,"['fun', 'just', 'got', 'it', 'today', 'now', 'my', 'i', 'pod', 'will', 'go', 'in', 'my', 'car', 'and', 'i', 'will', 'use', 'this', 'is', 'the', 'house']","['fun', 'got', 'today', 'pod', 'go', 'car', 'use', 'house']","['fun', 'get', 'today', 'pod', 'go', 'car', 'use', 'house']"
4,29-Jul-18,Sandstone Fabric ,Like it to do more,Positive,like it to do more,like it to do more,like it to do more,"['like', 'it', 'to', 'do', 'more']",['like'],['like']
5,29-Jul-18,Sandstone Fabric ,"This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.",Positive,"this is our third echo. worth every penny. it's like having 3 household employees for a small flat rate. we keep them in the bedrooms and the living room. we can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.","this is our third echo. worth every penny. it's like having  household employees for a small flat rate. we keep them in the bedrooms and the living room. we can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.",this is our third echo worth every penny its like having  household employees for a small flat rate we keep them in the bedrooms and the living room we can dropin and use them as an intercom listen to music answer quick questions alarms to wake up for school etc,"['this', 'is', 'our', 'third', 'echo', 'worth', 'every', 'penny', 'its', 'like', 'having', 'household', 'employees', 'for', 'a', 'small', 'flat', 'rate', 'we', 'keep', 'them', 'in', 'the', 'bedrooms', 'and', 'the', 'living', 'room', 'we', 'can', 'dropin', 'and', 'use', 'them', 'as', 'an', 'intercom', 'listen', 'to', 'music', 'answer', 'quick', 'questions', 'alarms', 'to', 'wake', 'up', 'for', 'school', 'etc']","['third', 'echo', 'worth', 'every', 'penny', 'like', 'household', 'employees', 'small', 'flat', 'rate', 'keep', 'bedrooms', 'living', 'room', 'dropin', 'use', 'intercom', 'listen', 'music', 'answer', 'quick', 'questions', 'alarms', 'wake', 'school', 'etc']","['third', 'echo', 'worth', 'every', 'penny', 'like', 'household', 'employee', 'small', 'flat', 'rate', 'keep', 'bedroom', 'living', 'room', 'dropin', 'use', 'intercom', 'listen', 'music', 'answer', 'quick', 'question', 'alarm', 'wake', 'school', 'etc']"
5,29-Jul-18,Charcoal Fabric ,Listen music and set timer,Positive,listen music and set timer,listen music and set timer,listen music and set timer,"['listen', 'music', 'and', 'set', 'timer']","['listen', 'music', 'set', 'timer']","['listen', 'music', 'set', 'timer']"
5,29-Jul-18,Sandstone Fabric ,I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!,Positive,i received the echo in perfect condition. the device was easy to set up and responds quickly and without any issues. alexa is a great addition to our family!,i received the echo in perfect condition. the device was easy to set up and responds quickly and without any issues. alexa is a great addition to our family!,i received the echo in perfect condition the device was easy to set up and responds quickly and without any issues alexa is a great addition to our family,"['i', 'received', 'the', 'echo', 'in', 'perfect', 'condition', 'the', 'device', 'was', 'easy', 'to', 'set', 'up', 'and', 'responds', 'quickly', 'and', 'without', 'any', 'issues', 'alexa', 'is', 'a', 'great', 'addition', 'to', 'our', 'family']","['received', 'echo', 'perfect', 'condition', 'device', 'easy', 'set', 'responds', 'quickly', 'without', 'issues', 'alexa', 'great', 'addition', 'family']","['receive', 'echo', 'perfect', 'condition', 'device', 'easy', 'set', 'responds', 'quickly', 'without', 'issue', 'alexa', 'great', 'addition', 'family']"
5,29-Jul-18,Charcoal Fabric ,Good sound. Like it for music and scheduling. Like that i can get random thoughts recorded while I think about them. The jokes are cute!,Positive,good sound. like it for music and scheduling. like that i can get random thoughts recorded while i think about them. the jokes are cute!,good sound. like it for music and scheduling. like that i can get random thoughts recorded while i think about them. the jokes are cute!,good sound like it for music and scheduling like that i can get random thoughts recorded while i think about them the jokes are cute,"['good', 'sound', 'like', 'it', 'for', 'music', 'and', 'scheduling', 'like', 'that', 'i', 'can', 'get', 'random', 'thoughts', 'recorded', 'while', 'i', 'think', 'about', 'them', 'the', 'jokes', 'are', 'cute']","['good', 'sound', 'like', 'music', 'scheduling', 'like', 'get', 'random', 'thoughts', 'recorded', 'think', 'jokes', 'cute']","['good', 'sound', 'like', 'music', 'schedule', 'like', 'get', 'random', 'thought', 'record', 'think', 'joke', 'cute']"
5,29-Jul-18,Charcoal Fabric ,Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.,Positive,purchased this for myself and am just beginning to learn all that it can do.  so far am very pleased and amazed at the different actions it can perform.  am enjoying it and looking forward to learning more about other options it provides.,purchased this for myself and am just beginning to learn all that it can do.  so far am very pleased and amazed at the different actions it can perform.  am enjoying it and looking forward to learning more about other options it provides.,purchased this for myself and am just beginning to learn all that it can do  so far am very pleased and amazed at the different actions it can perform  am enjoying it and looking forward to learning more about other options it provides,"['purchased', 'this', 'for', 'myself', 'and', 'am', 'just', 'beginning', 'to', 'learn', 'all', 'that', 'it', 'can', 'do', 'so', 'far', 'am', 'very', 'pleased', 'and', 'amazed', 'at', 'the', 'different', 'actions', 'it', 'can', 'perform', 'am', 'enjoying', 'it', 'and', 'looking', 'forward', 'to', 'learning', 'more', 'about', 'other', 'options', 'it', 'provides']","['purchased', 'beginning', 'learn', 'far', 'pleased', 'amazed', 'different', 'actions', 'perform', 'enjoying', 'looking', 'forward', 'learning', 'options', 'provides']","['purchase', 'begin', 'learn', 'far', 'pleased', 'amaze', 'different', 'action', 'perform', 'enjoy', 'look', 'forward', 'learn', 'option', 'provide']"
5,29-Jul-18,Sandstone Fabric ,"This echo is just as great as my others, even though it is smaller.",Positive,"this echo is just as great as my others, even though it is smaller.","this echo is just as great as my others, even though it is smaller.",this echo is just as great as my others even though it is smaller,"['this', 'echo', 'is', 'just', 'as', 'great', 'as', 'my', 'others', 'even', 'though', 'it', 'is', 'smaller']","['echo', 'great', 'others', 'even', 'though', 'smaller']","['echo', 'great', 'others', 'even', 'though', 'small']"
5,29-Jul-18,Charcoal Fabric ,Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,Positive,funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  loving it!!,funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  loving it!!,funny how you buy something just because it looks fun and it winds up being a totally useful part of your home  loving it,"['funny', 'how', 'you', 'buy', 'something', 'just', 'because', 'it', 'looks', 'fun', 'and', 'it', 'winds', 'up', 'being', 'a', 'totally', 'useful', 'part', 'of', 'your', 'home', 'loving', 'it']","['funny', 'buy', 'something', 'looks', 'fun', 'winds', 'totally', 'useful', 'part', 'home', 'loving']","['funny', 'buy', 'something', 'look', 'fun', 'wind', 'totally', 'useful', 'part', 'home', 'love']"
3,29-Jul-18,Charcoal Fabric ,"I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade.",Positive,"i bought this to replace a &#34;dot&#34; in my living room. speaker is slightly better. it hears me better over the tv. unfortunately, it doesn't understand or respond to my requests as well as the dot. i frequently have to request 2 or 3 times to get it to do what i want. the dot usually does exactly what i want on the first request. i don't consider it an upgrade.","i bought this to replace a &#;dot&#; in my living room. speaker is slightly better. it hears me better over the tv. unfortunately, it doesn't understand or respond to my requests as well as the dot. i frequently have to request  or  times to get it to do what i want. the dot usually does exactly what i want on the first request. i don't consider it an upgrade.",i bought this to replace a dot in my living room speaker is slightly better it hears me better over the tv unfortunately it doesnt understand or respond to my requests as well as the dot i frequently have to request  or  times to get it to do what i want the dot usually does exactly what i want on the first request i dont consider it an upgrade,"['i', 'bought', 'this', 'to', 'replace', 'a', 'dot', 'in', 'my', 'living', 'room', 'speaker', 'is', 'slightly', 'better', 'it', 'hears', 'me', 'better', 'over', 'the', 'tv', 'unfortunately', 'it', 'doesnt', 'understand', 'or', 'respond', 'to', 'my', 'requests', 'as', 'well', 'as', 'the', 'dot', 'i', 'frequently', 'have', 'to', 'request', 'or', 'times', 'to', 'get', 'it', 'to', 'do', 'what', 'i', 'want', 'the', 'dot', 'usually', 'does', 'exactly', 'what', 'i', 'want', 'on', 'the', 'first', 'request', 'i', 'dont', 'consider', 'it', 'an', 'upgrade']","['bought', 'replace', 'dot', 'living', 'room', 'speaker', 'slightly', 'better', 'hears', 'better', 'tv', 'unfortunately', 'doesnt', 'understand', 'respond', 'requests', 'well', 'dot', 'frequently', 'request', 'times', 'get', 'want', 'dot', 'usually', 'exactly', 'want', 'first', 'request', 'dont', 'consider', 'upgrade']","['bought', 'replace', 'dot', 'living', 'room', 'speaker', 'slightly', 'well', 'hears', 'well', 'tv', 'unfortunately', 'doesnt', 'understand', 'respond', 'request', 'well', 'dot', 'frequently', 'request', 'time', 'get', 'want', 'dot', 'usually', 'exactly', 'want', 'first', 'request', 'dont', 'consider', 'upgrade']"
5,29-Jul-18,Charcoal Fabric ,"I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them",Positive,"i have had all good experience, so far with the second generation echo. there are so many more things to learn, but i have not had the time yet. right now, i am mostly enjoying the music, weather updates, using the alarm feature, and her personality. i have also purchased some mini smart socket yes. i am very excited to begin using them","i have had all good experience, so far with the second generation echo. there are so many more things to learn, but i have not had the time yet. right now, i am mostly enjoying the music, weather updates, using the alarm feature, and her personality. i have also purchased some mini smart socket yes. i am very excited to begin using them",i have had all good experience so far with the second generation echo there are so many more things to learn but i have not had the time yet right now i am mostly enjoying the music weather updates using the alarm feature and her personality i have also purchased some mini smart socket yes i am very excited to begin using them,"['i', 'have', 'had', 'all', 'good', 'experience', 'so', 'far', 'with', 'the', 'second', 'generation', 'echo', 'there', 'are', 'so', 'many', 'more', 'things', 'to', 'learn', 'but', 'i', 'have', 'not', 'had', 'the', 'time', 'yet', 'right', 'now', 'i', 'am', 'mostly', 'enjoying', 'the', 'music', 'weather', 'updates', 'using', 'the', 'alarm', 'feature', 'and', 'her', 'personality', 'i', 'have', 'also', 'purchased', 'some', 'mini', 'smart', 'socket', 'yes', 'i', 'am', 'very', 'excited', 'to', 'begin', 'using', 'them']","['good', 'experience', 'far', 'second', 'generation', 'echo', 'many', 'things', 'learn', 'time', 'yet', 'right', 'mostly', 'enjoying', 'music', 'weather', 'updates', 'using', 'alarm', 'feature', 'personality', 'also', 'purchased', 'mini', 'smart', 'socket', 'yes', 'excited', 'begin', 'using']","['good', 'experience', 'far', 'second', 'generation', 'echo', 'many', 'thing', 'learn', 'time', 'yet', 'right', 'mostly', 'enjoy', 'music', 'weather', 'update', 'use', 'alarm', 'feature', 'personality', 'also', 'purchase', 'mini', 'smart', 'socket', 'yes', 'excite', 'begin', 'use']"
